a1,a2,a3,a4,a5,a6,a7,a8,a9,a10
54.4491155299775,80.5546638005978,235.76206313010346,367.12094413642836,129.0685035953225,201.46112156676202,348.82576992008194,337.73269015162265,277.1324375111392,204.42468529634235
305.84482359537844,251.93583002849283,543.0177320211083,266.1213341298701,434.56659812115925,99.37482255820137,446.6853472487529,259.8648528482264,127.57843105987331,93.19577170278508
475.39084629165455,500.00641955234005,323.25052787016494,66.64496484749958,215.0302955905137,96.69784141938885,373.75681956211525,404.340972485829,474.14024612677804,235.0126594228352
105.88417336562246,481.7663656953081,136.9432648988365,306.1299337209147,151.6136829994804,73.51645238359323,354.6870107710999,392.4870554669868,240.27710571733886,280.93081925655616
369.6005374274494,69.67929811249942,155.09297036984643,400.5780312025811,124.9485889025085,132.90030146851325,282.53389552576425,30.509111261602385,539.2099022204079,339.2696014848379
293.0080026295035,64.5772856629244,251.91078305547302,338.18027626934025,135.38535572833246,105.66875503843575,398.6257633743086,422.84840589923687,101.31034075219144,395.9451794687256
234.05890301464532,86.03655578388796,106.75904209178006,334.2738365971856,133.8655462126889,182.48471673834104,276.02803690649546,392.79083894650586,247.34191943389817,151.04629067826215
434.7641364593272,439.51285349861456,514.2703394434758,250.39536613588848,453.65587372750554,413.2870724792088,526.4384863277231,134.16284158822964,160.9587009529937,171.26973844026506
150.16248908481128,341.16402578210773,501.45122121850085,210.58654753294746,426.54092564689086,510.2493200565844,561.4471949560204,143.29813927108796,638.7259547384107,151.46492250886425
44.95696547491378,425.0617099879567,81.30816303566978,424.92528757731316,188.14004522983356,286.56566534309036,254.95306828023203,395.0162070494886,269.0670134787476,252.4764876360116
420.39354615872514,435.92192441575764,531.1910207425423,144.4449186698457,458.1157103932488,352.5726270152432,514.9715251787386,456.4184989593487,587.2766133180744,210.78772355079818
623.9008943373216,37.46859570108028,130.5452436436694,359.68862012794636,153.6358126977563,183.11286474003106,350.735375577351,343.79891802661473,268.378802658952,304.5269589825277
288.53187128542316,107.14024019338504,397.8907207512591,312.9397483179809,131.56120849115948,475.05586388257603,335.1922174193303,402.33732099041947,255.3425376642816,361.66291080650007
633.032235388211,498.52994493387195,326.61870299007785,282.18181710016216,107.72131482328388,271.1246385733035,564.0792396144486,347.08212781576117,653.1173056372704,368.4582059332733
264.40625684554317,43.5430084217656,425.7410961797225,109.56885933362761,538.8004158951271,92.31072284930815,91.20523072234369,53.3279233718742,144.4212074384971,323.80693548455514
323.75541306577463,247.33468928323134,152.98861057615431,429.23398294862625,149.5489769220165,56.59577947766658,118.07232537728791,110.65277178813962,141.74956272394672,438.6243434765804
311.3644071204037,10.268865607380159,208.0125486518355,358.3978990499681,372.005311700544,107.30257726674142,62.55882158094957,75.88045941470013,618.7540018014364,349.00958830036404
495.8345426536236,225.88232832046984,255.84853639113467,191.02719426604156,423.7513678138832,301.3947548964871,522.744758632095,450.3005818196009,638.0389225390992,215.8913709986239
89.56818276801587,101.11204862674464,452.7373049011912,185.18604492194328,478.3700843506233,379.4867853624215,471.81966652304266,364.49061115624806,81.51857411022252,447.168968164817
202.00023260485108,49.07471454209073,329.37147554206535,281.2231731077837,533.7072707347083,370.01821758015745,529.7830795012507,115.913928546681,563.4415059645112,251.85934251556696
253.19844905772447,59.11169112105177,570.4700894285193,152.45510192566258,384.19607779843057,364.9483524660613,597.3145340189983,476.6574807016568,495.32719147111004,344.1699110502899
450.27358127457666,460.43120312106026,524.9179753434928,118.25339940737251,446.54984973773435,411.3909251268922,515.2087886038569,238.02152856187877,78.05913006942791,155.14380553954814
201.87922933235234,270.1270349776574,352.7859585846956,93.12257555006579,128.55990015290928,428.4968560464526,317.0855339798356,418.38224413664443,239.91585485429164,219.82251687326965
448.6064242651162,256.01912135528113,477.3348632821127,142.3905503089473,122.3668722748289,418.84329201963635,475.84606616977874,129.97385247362033,159.7992715028438,182.62937984334363
477.2661194327851,62.445173928528675,523.4718350363166,134.12098603579034,438.4525089687476,436.57175002648404,103.03384155461644,115.19481655441854,427.59152814463005,342.09203857874826
27.405317533195895,19.876769663510995,130.32104349990936,361.31403847646345,223.8350645279775,149.76333777840713,410.11388505471876,17.07422666068868,313.14811088940377,94.82536005223115
475.8853902336084,457.5830382117514,176.04358663228473,335.48441706466974,478.276695487975,420.26111092984434,134.46619846621752,191.05274100458772,74.18586954537585,184.38916293407271
191.40850050236318,289.3945254378392,517.3194835488725,206.08856122437186,115.84926921657406,510.2089590521006,555.218296193355,9.879992172427258,383.80470386000684,451.7633535249549
602.3858792233497,37.057226101489825,342.6142092363177,424.52022683696964,142.000514377351,60.677278965251446,334.9898865634438,422.27730512344664,593.2280151637427,373.0854760687559
131.61778077301705,48.508913403956555,517.604495380566,128.59991589297746,587.795573893415,79.00006711697996,284.71654217166497,7.760498459354071,523.9872634922699,377.3068939806404
477.44309961799917,364.0903733781952,190.43911032131467,246.97515818693932,555.0216540654709,340.2591645166688,174.13573703755122,60.992639463961304,144.90729978882152,205.7304123414122
346.1114201832719,306.84218135134233,223.32120625800056,274.18796990614743,504.30202232172206,414.6372537879548,490.34148239411877,187.9473081217331,90.97434455232124,253.30871152585516
360.4813756517639,79.48518561759191,63.254205754973874,408.86963384979,206.79168634579707,216.6200652543681,302.60802024773693,107.29254667950512,158.57048504668825,296.1482175409803
671.1849906728856,52.80683473029502,78.41063683486104,355.40717467554674,566.3729127216698,101.97559011572503,341.3950475950517,270.8043449690974,189.10671482239638,424.25190674490614
80.05864690650384,119.68484476525049,139.24666331558765,330.4899688104988,532.2065074282135,351.57267659183043,51.3315103318449,225.1787762283684,71.49542058184598,124.16258715795358
-12.10871301254747,482.90884209797855,517.1713339145562,193.81078255969246,105.5006587759976,94.56962994196135,376.03996931219694,367.4572724881538,449.53078883387434,418.9071260732183
86.27688901559299,45.152722325600294,359.3156446364255,53.63744302347078,129.19700536335134,138.412121723792,365.6423051793385,335.18448189530136,242.2704854731352,468.96937145819845
474.6000257489184,397.3776205314949,161.87036231367313,363.5176697403266,106.60300946154803,157.7050340592163,378.50165295889803,409.27221418355555,225.46547233970725,150.04338473038436
126.46293339118321,56.76369686483889,133.78136485001755,402.42327295404914,529.5280299602377,431.2534755869409,560.1664822179115,257.97138595657236,615.7069318060708,212.00646501773593
229.85370777834575,292.1945658752427,404.494117125009,177.20596805139823,368.11506441024346,404.00547166816875,440.6719034299947,280.4734182305162,352.881691379584,154.30861165592603
532.8649122183491,194.68596857948484,468.93866511700475,135.75176587946166,499.9782374632932,331.5129590278665,227.89328353050212,66.8388042804483,616.4143331045509,306.8884004552856
150.7799633561433,52.27062359239187,198.15993764496687,375.81225685112355,122.96878115669837,254.84990210611403,282.0585458391092,385.4927061029714,478.3392383795235,303.66045202657114
91.65488420857056,183.49819418047795,481.1554762709753,181.83547627453905,468.1023071578963,339.06950671265145,461.48364952446536,408.6272914490296,523.09002183577,126.00775350520499
68.97567277815293,160.94164266980385,417.86079664016694,231.56067660562033,349.60279140298576,355.74422186873267,81.473411778699,441.0901498224603,126.1414134304936,171.00684737781944
326.47164559053647,44.91489505314889,216.3110398400999,278.1517602748225,57.81377621231413,180.78908526637463,413.360914222547,464.58803421071684,360.00014634091247,439.8146389238868
164.484878147014,471.43111821767377,466.15386700835364,80.9273985627249,225.4291819848603,128.01036647358285,424.90338936802425,408.8628366270172,477.87193606433414,371.2662313007572
430.68256592042195,108.2626903347439,151.03946859636056,357.9940999131218,301.98325306245516,96.10858336326713,135.82497492111648,145.13751594732898,471.69583641744464,335.21792247669697
626.1853494817915,25.57476060511471,222.06760799683505,315.07675633189973,122.48936557717163,151.71798797048197,117.98492713247806,70.73471216126435,390.5809729932613,394.61832143760057
541.5001099288081,30.074018070647277,543.4747385152707,213.6189357032615,456.8734077540248,439.6730257513697,199.57148579263165,24.768727249458024,65.33352509027355,472.80154569266875
604.3687159282092,93.25642071635387,246.6499089603398,365.7495075315251,205.4077052318341,27.537335389867938,236.68140358825218,31.857543397972233,49.27517470107541,97.03647582206017
16.586580855334752,492.70658444157317,522.8169176737262,312.4249635656634,270.5802898399955,342.8489104311359,340.8655530398221,350.5108131655045,137.08701423637018,428.22308789350984
40.032982977475896,30.365127880103337,158.65535367285693,357.714199003468,135.97555193898825,53.29082436198274,274.41383927925466,448.73911665899726,637.1948928523599,357.948751747233
535.7485948360136,492.84448599720736,562.5433752648381,193.30276220802176,490.19160366028893,377.49002284194484,587.4137370777673,200.85296020437815,132.95796018720276,264.7133384578995
617.1871405272285,32.342659431463005,169.3668678910097,374.69442931589947,136.2667271479762,248.15995577365442,115.46263714616877,287.3869947091011,292.11879915015044,400.63655823717426
151.30223474625268,108.2215374874891,93.78590376000852,388.82743655192803,282.39888411892593,122.69359753957627,135.17239285761036,53.666508656977506,537.9898710561914,388.2100761107647
21.301181983379017,327.85627311596363,454.23172028193744,440.9111722930897,533.4671564334517,10.138911916471937,133.65555626651218,164.69024019216164,102.15537782899722,227.60258126237505
427.70047648857536,347.0053514254869,165.15187787836618,332.5228784427136,411.205190409286,463.41093523662107,410.6932003416799,125.73117432380992,155.05768132239746,109.9887678053164
7.42633589401696,381.22297244198063,431.38157727063293,215.80821093387908,389.1954647134705,59.08593170601629,160.06893134313185,175.51539104775063,357.7854872691885,269.04313160134484
122.16180644514641,13.878462256678961,138.34723147917515,308.5082852205757,229.51731491833314,507.1746297180061,324.54516497996906,126.7923936348998,193.16477033072522,402.8484326314149
116.37573252413645,56.91754213402777,126.63101630475873,414.9556313644306,198.38655224952333,137.893639593973,171.3703529697422,101.41755012995333,359.1547080470598,416.48007479509056
271.53693304637386,507.10159652400347,146.3418081537925,392.1959209249735,493.41350984076473,389.7913380706135,154.3065412376452,138.1679148335929,149.19856714815054,165.7321347315133
625.195293458808,110.26435132190285,466.90284858696816,97.71710000977131,136.29288322451546,245.03113971001466,123.04785668605227,269.8433735113938,407.3371584425837,402.6287916542049
531.5084227333299,318.2708624435386,457.79830706524785,193.44557297956817,149.77770680708448,159.06617733940058,392.38843488525646,472.0401516139458,270.6573628197181,468.44760997363306
263.85414637231196,327.29721641461094,552.2585359768566,160.6847691904979,527.8257820175915,509.9594749168208,141.01833668816556,164.12818617171396,134.2802051277682,192.24044081390753
299.6508734591339,64.83986521055182,183.83079231450705,335.33659783749613,155.2342105155097,91.84514506289213,130.0590808724494,144.93898089756794,466.1686822975819,360.2639513669081
403.5530453627471,199.09972105989507,40.70616370594835,323.37156460812395,213.98740658897475,255.9991725891437,251.9587089965714,22.464076577842324,205.8107817547235,100.75555105908731
227.24044325580203,250.1539724777418,78.21318744154303,94.99937773603563,496.2571450392214,388.83795784989366,524.1524852995167,311.1290359683952,638.704382557479,118.86509447704063
437.73092347256306,400.1537327579131,426.5971490697447,278.14831872208003,502.58894092543915,346.12397775314935,102.0345801439448,111.85282673564774,137.70889013796904,259.33847322478283
81.038687754134,222.23863482067281,502.5767391051638,121.00512427004426,423.0728515825346,426.5336122957693,504.7604994117145,406.64600241311757,489.65677202405504,217.49071010877216
252.4778077751489,304.47319621990675,514.5908210845324,100.87896675985627,214.84616242883686,285.42773426945246,100.37542473541124,153.79097496948623,469.6464750190562,239.84327018390138
685.1615408526776,405.026295990638,124.31887935693294,153.20180716359363,544.4563240810949,160.8575511128672,607.6921666970293,344.308612967067,656.3663845229773,461.46678300364147
503.25052848022557,240.3601962367165,184.21597953069406,345.5152930582338,533.3800317315622,346.63816595005085,317.92591507505125,286.9372655433678,172.3209512071548,441.2633793950518
264.2027770299975,473.90745557783475,335.55047355280885,227.07294019676527,335.7352029474488,384.6633493525076,599.9625052771561,85.00298189601024,614.7338308775716,453.13031935533803
629.427047906311,497.61553665597694,341.1797411889817,109.7934919156765,426.1168799718767,84.63770892397417,368.664851288317,128.6983270981264,158.04048546980607,179.9003255899151
77.4344018166734,57.924770655894946,441.0026913313508,160.5874692238308,466.766612592358,300.88908275400286,476.6986907570927,117.58155093315222,70.40126687230776,172.69796381973194
427.00109227685874,356.99560155565473,408.0321769811385,449.1077371725748,186.48885810211556,220.1634982523249,87.36706174234587,474.8884249417328,64.28298342751265,292.42456877619446
487.6463008527786,462.1119017803377,513.3132934341734,223.2090912765487,499.1275244239547,476.51423889433073,176.1105982161935,52.52275362484469,161.25415371474872,204.17470962240483
201.07677709610516,54.65853417195079,466.50216762974503,279.9448658656924,226.8008414403203,480.12405671273774,121.7371934641858,381.8090148144745,295.0574616773792,319.4673900750879
675.4886492602144,47.13699831899851,175.12407497217356,283.4431670775304,108.59779871074886,371.72291356285876,189.2008387311709,21.234986823703572,224.6202194312076,429.89635601928177
199.829162536349,287.19604444178697,34.416480731235694,82.58268994094446,569.1444121182609,308.2804779896419,116.96255340126056,98.58208069310841,203.57712062369635,313.7061307800073
347.30641937644293,92.88724256852998,484.8764272003964,159.87707365157613,461.4960926967828,410.8034264842066,203.9023943424607,468.47901335457067,380.0764849856579,209.68208911939803
384.5750373950147,74.31315314736268,58.964737585771395,410.8980829576734,141.04729691833344,134.0225673562661,286.5380041462405,27.97237775033286,524.8139217032542,335.7857725997487
79.76413045269688,294.23963628897224,321.6201893439924,230.71744709476542,472.1693515464692,110.55233122919024,91.4075404910425,445.5511059071221,113.51554518244876,152.70360739199478
510.6891490778645,520.0242623810576,202.1938305946624,69.2470888737149,254.51157758953693,256.42885131629333,427.09309037506017,340.3539149631014,90.03976966462298,275.887673207727
122.11533436598666,520.3720952595913,98.55951554917974,314.1442752888247,100.3330721250045,207.01854926860506,354.1153031139655,405.61741670460066,244.47135088726847,410.59989284857016
33.766375828908444,19.998377029670586,199.86784243190849,406.5803387129759,179.33636723345515,62.38037185885866,174.6149587844602,49.814816650152,410.80209904406644,435.069245910197
162.34519662024604,-15.568741692349677,63.343735034548054,172.74646789084161,32.38856499573935,284.29702660949454,344.81656930309543,402.59955249445676,303.55407218156785,291.3966370120202
127.35894980380714,56.69341893634561,186.5183459284225,432.1228340691391,88.6099321565244,440.3568945042016,99.53354638806168,257.2171763102837,484.500070668222,399.66100750713304
674.4580517613783,1.589442146617401,330.25178867481924,388.09529891770836,572.3931885692259,89.17148184755492,359.4937103097721,388.24670637364113,237.9955346027309,357.4903133154961
